Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review,price,language
2018,1156858,4.0,"This wine was an absolutely beautiful surprise.  Smooth with well balanced acidity.  Hints of leather, tobacco, blackberries, and earthy tones.  Great value for the price.  Must have wine in your cellar or wine rack.  I definitely recommend this wine.  Pairs beautifully with a nice steak or roated lamb.",2022-01-15T21:17:19.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"The nose opens with barnyard notes, tobacco, oak, bramble and cherry. Earthy, smoky but playful.

The palate is juicy and mineral with lots of cherry, raspberry and strawberry notes inside. Also creamy cheese. Med tannins and good acidity.

Short and non-remarkable finish.

Simple but good.",2021-03-16T22:39:09.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Lingonberry, smidge of prune, and some tomato leaf on the nose. The flavor is blueberry, cranberry, salt minerals, tannins, pepper a bit.

Opaque purple color. Full body, very thick. 

Very full wine with flavors that don't overwhelm. Seems like light oaking or neutral oak. Very nice Tempranillo. 

3.7",2021-05-03T03:08:18.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,5.0,"Very nice, Julia likes it",2022-01-28T21:33:01.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Good Ribera enjoyed with good friends celebrating life and friendship!!! A gift from Karen y Berta at Osmy’s house with them, Edu & Zuly. (03/13/2021)",2021-03-14T02:21:12.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Probably the best bottle we’ve had in 🇮🇩 so far!  🇪🇸 RdD always seems to deliver and with a pleasantly surprising old vintag.  Interestingly, we had to destroy the cork to remove it.  Perhaps had something to do with storage?

Inky maroon in the glass with brown hues.  Date, prune and oak on the nose.  Anise, stewed tomatoes, prosciutto, prune and black currant on the palate.  Doesn’t feel like this bottle has much time left. 3.8✨",2021-10-10T14:14:50.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Great balance, concentrated black fruits, oak, silky tannin and great finish. Good value for the price. ",2020-06-19T13:17:18.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Nosebof berries and leather, dark vibrant purple. The taste is full of dark berries with hints of chocolate and vanilla. Beautiful to drink.",2018-11-15T14:43:15.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"This is smooth and earthy in Flavors with a crisp fruit nuance on the backlog the tongue. Aromas of cherry, leather and lead. Flavors of cherry, slight pomegranate and black truffle.",2016-05-05T21:15:54.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0," Dark berries upfront. Dense purple running to full bodied with oak and leather to the midpalate. Medium long finish with some smokey, dark cocoa and brief hints of rhubarb(?) perhaps. 14.5%.",2020-11-25T21:21:25.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Rich savory inky deep red. Coffee caramel and bitter burnt leather on the nose. Smooth tannins. Medium finish. Very good Tempranillo and very well aged.,2019-02-22T11:39:20.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.8,Decent young Ribera with oaky hints as well as lots of red fruit cherry blackberry plum black fruit leather tobacco easy drinking,2022-06-14T21:43:16.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"blackfruits, oak and smoke - descent ribera to go with charcuterie",2021-12-19T19:23:00.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,It went beautifully with a steak.,2021-05-17T13:44:35.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"In the glass dark red dense
On the nose raspberry undernote of rubber
Dark berries
Powerful aroma coffee chocolate oak
Violets 
On the palate smooth dry tannins vanilla raspberries black cherries oak chocolate coffee 
Full of character
Bra acidity
Well crafted
Full bodied 
Long aftertaste 
Develops with airing
Shame the wine couldn’t last forever
Fantastic in a bottle
",2019-08-26T19:39:18.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Another very good example of Ribera del Duero. Beautiful ruby color with tobacco and wood on the nose. On my palate dark berries predominate but species are present. Medium finish. Pair with red, grilled meats. Very good P:Q ratio. ",2020-05-16T10:06:37.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Black cherry, chocolate, vanilla bean on the nose and palate. Medium plus body with moderate acidity and a round chalky tannin structure. This went very well with mexican food, and held up on its own after the meal as well. ",2021-01-16T03:34:27.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Deep ruby colored, intensive nose of cherry, blackberry, some vanilla and leather notes. High spirits, high acidity with high bright tannins. Full body with mid+ berry finish. Very nice one",2019-04-29T22:51:00.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Good RDD, dry, soft, oaked, rich arma, delicate tannins, 3.9",2021-09-18T21:25:09.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"young and vibrant, very extracted with impressionable tannin. Purple flowers, bitter chocolate, with ash smoke in the back end. Interesting but still very tight for a great vintage in Spain. 90 points. May 2018",2018-05-17T06:22:43.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"The colour is ruby with a clear ring. The aromas are black currant, blueberries, licorice, violet, earth, oak, cloves. The palate is medium to full body. Medium plus tannins. The flavour is ripe black and blue fruits with spice and the finish is medium long. ",2020-07-12T18:21:33.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Great Spanish honoring the DO; excellent!,2021-03-08T04:33:38.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.5,"4.3. Medium intensity ruby in appearance. On the nose violet, cherry blossom, ripe red fruit. Intense flavours in the palate. Strawberry sauce, cherry compote, blackberry, plum, fig , prune, baking spice. Dry. Medium plus on the body. Moderate acidity and ripe tannins make this a well structured wine. Lengthy finish. Another fantastic wine from this bodega.",2021-11-09T10:09:01.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"A classic delicious RdD Crianza, with refined oak and expressive but smooth tannins wrapped in a bold Tempranillo base.  I do love this appellation, second only to Toro.",2016-08-20T12:55:08.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Blackberry, cherry, oak, leather, vanilla and mocca on the nose. Palate with lots of fruits like cherry and Blackberry. Nice acidity and smooth tannins. ",2021-03-20T19:12:50.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.6,"Very fruity Ribera del Duero 🇪🇸 Intense black currants blueberry cherry leather smoke oak vanilla cedar tobacco 🍷 Medium plus body, tannins and acidity. ",2022-09-17T14:49:23.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Nice spicy Crianza. Hints of leather and tobacco in nose and good complexity in taste.,2019-01-10T15:30:50.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"3.8. Dark berries, blackberries, spice. Very good either charcuterie.
Good RDD",2018-04-26T02:16:42.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Worth it for the taste and the price, even imported in Indonesia. Less than IDR 300k the bottle, it’s definitely an option to keep in my list",2021-07-16T14:04:19.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Almost sweet. Perfect with pulled pork.,2020-10-03T20:55:05.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Fruity red with smooth taste at the end,2018-12-06T18:32:00.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Nice,2020-11-15T21:23:31.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Madrid,2019-12-03T22:09:29.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Ruby red. On the nose oak, vanilla and cigar box. On the palate plums, cherries some mushroom spice, and vanilla. Nice balance and silky tannins. Full bodied, dry. Could drink this often. Went well with steak and creamy mushroom sauce. Paid USD15 in Ukraine. Would buy again. 4.0",2021-04-19T17:42:57.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Black fruit, dark deep color, soft finish. It was a shuttle Tempranillo. I enjoyed it with BBQ chicken wings. ",2019-05-29T23:48:06.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Great quality RdD. Big blackberry, spice and heavy on the alcohol in a pleasant way. Mouth coating mid palate with lots of softening tannins and fruit with cedar and tobacco. well made classic wine! ",2016-12-16T04:27:46.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Attractive garnet red color with high acidity, high alcohol and medium body! Medium plus flavor intensity with earthy, roasted pepper notes, leather, dry tomatoes...and well integrated tannins! Drink now with food!",2014-10-07T16:42:45.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"It's bold and fruity with notes to black fruits like blackberry and currant and spicy hints to oak, vainilla and tobacco. It's also full bodied.",2020-01-04T04:56:58.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Unfiltered Tempranillo from vineyards located above 900 m altitude, following an aging of 12 months in 500 l french oak barrels. It is rather dark ruby red in colour with a nose showing: blackberry, plum, black cherry, liquorice, earth, and nutmeg. Fresh fruit-forward, delivering same as nose. It has medium acidity, soft tannins, fruity aftertaste, and medium-plus finish. Note: it is more fresh and less focused on tertiary aromas than its RdD peers. ",2020-09-29T04:17:40.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Nice tempranillo, but I would say, basic one. 
Even after hour of aeration, high acidity covers some notes. 

Generally, nose.of honey and strawberry. Bold body, high acidity and high tannins. Taste of blackberry and chocolate with tobacco aftertaste.",2020-10-19T15:20:53.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"100% Tempranillo from Ribera del Duero, Spain. Aged for at least 10 months in 500 liters French oak barrels. Notes of blackberry, blueberry, plum, blackcurrant, tobacco, leather and licorice. Medium to full body, medium tannins, medium plus acidity, medium spicy aftertaste",2021-05-28T09:01:28.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Dark cherry red coloured 100% Tempranillo coming from vineyards at 900 m above sea level. 12 months of French oak barrels of 500l. Red cherry, raspberry, spices. Medium bodied with a rather high level of acidity. 89 pts.",2021-03-19T19:21:11.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"A truly food-wine. Reminds me of a young French Grenache or carignan with initial sourness and tannic bite. Giving it some air it’ll become more rounded and smooth, but never as expected for a 100% Tempranillo from Ribera del Duero. The grapes behind this wine comes from higher altitudes (approx 1000 m above sea level) making the wine more ‘young’ in expression with young fruits and medium to high acidity. The smoothness comes at the end securing the heritage and a wine above 3 stars ",2020-07-15T17:52:32.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.5,"A real good and decent ribera del duoro, which not disappoint one🇪🇦
At same time we talking value for money🎰
Easy drinking for the taste buds 😋 ",2021-05-22T22:15:03.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Nice gruity desert wine. Not too sweet...with hints of dark berries.,2017-08-14T09:09:39.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Excellent bouquet. Fruity aftertaste,2018-03-04T19:28:16.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"A soft, fresh and floral wine. Very good",2017-10-09T00:24:24.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Fine red. Love the southern taste,2019-11-09T18:10:50.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Floral and oaky
",2019-09-18T19:14:26.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Chewy, fruity, earthy and spicy. Black cherry, ripe plum, violet, licorice, oak and vanilla.",2020-10-17T13:33:21.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Yes, 👍 is really, really good, like most of all riviera del duero, dry, well balance, medium to low acidity with the complexity of the old world, not a fruity wine like new world but really good. ",2021-08-26T03:51:16.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Good wine, little dry.",2018-12-16T01:31:58.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Has a fruit-driven nose, quite open and aromatic, with notes of black fruit, earth and dark spices, quite harmonious and integrated. The palate is medium-bodied with very fine tannins and good freshness. It matured in 500-liter oak barrels to keep the fruit and freshness. Soft and silky, quite impressive.  ",2017-06-25T15:34:23.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Always interesting to compare Rioja with RdD..... the Ribeira usually is the more muscular of the two. Same here; the nose is good; ripe cherries, coconut, vanilla. 

But on the palate it is less refined. Med+ tannins, med acidity. The 14,5% abv is burning a bit. Flavors in line with the nose and certainly enjoyable. Development and refinement do not really compare with Rioja. Med+ finish. Pretty good still. 14 pts @ De Logie",2017-03-07T07:11:49.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Nice Ribera dek Duero, good balanced red and very light tannins ",2021-11-02T17:54:13.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"3.6, medium purple in glass, vanilla and oak on the nose, fruity on entry, dry and persistent tannic finish, slightly acidic ",2019-02-21T20:24:23.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Very nice Tempranillo, just a bit too much on the thin/ spicy side for me. That being said, great $10 bargain purchase!",2021-04-23T19:09:38.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,Chewy deep red with cherry flavoured and smooth clean finish. Slightly chilled makes this a fresh drink during summer,2019-07-05T21:32:37.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.5,Wedding b,2021-08-18T13:26:49.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Classic and classy Ribera. Dark ruby. Nose bursting with dark fruits, vanilla and chocolate. Rich dark fruit and full palate, plush but slightly chalky tannins. Overall smooth and enjoyable.",2020-07-25T20:27:36.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Good Wine from Ribeira del Duero . Medium body , elegant and plenty of fruit .",2020-09-07T18:43:52.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"medium light body, slightly fruity, very good in this value.",2014-03-31T04:33:29.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Another bite to dust. Great wine,2019-05-30T23:38:19.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Great value RdD,2016-10-20T05:18:07.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,5.0,Simply an amazing Spanish Tempranillo. Bursts with an abundance of complex flavor and offers such a beautiful long smooth finish,2016-03-11T22:33:29.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,"Intense ruby color, this good wine has black fruits combination with leather and intense palate in the end. Is quite smooth and good value for the cost",2020-02-23T05:48:44.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.0,"Close to 3,5 stars.
Quite good, but still young. ",2020-12-19T18:52:03.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.5,Notes of oak and vanilla. A light ribera easy to drink but not a huge and great ribera,2021-02-27T18:14:04.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,3.0,"Sorry, did not like it. Very simple wine",2021-10-14T08:54:54.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Great value for a Ribera del Duero. Easy to like from the first sip, gets even better with the subsequents pours.",2021-11-05T02:12:59.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Awesome wine, fruity and decent nose.",2016-12-23T21:14:08.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Mmmhhh...,2019-04-23T16:43:22.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Best value,2014-09-17T03:28:05.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Good value,2015-12-28T09:07:56.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,17p,2016-12-24T09:18:08.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,Sharply,2015-10-30T19:01:46.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
2018,1156858,4.0,"Good Ribera, good value.",2021-08-28T12:06:15.000Z,Resalte,Resalte Vendimia Seleccionada 2018,4.0,552,13.5,en
